"EUPH code",Name,English,Definition,Parent
3622,"[H06_01_23] ORTHOSULFAMURON",ORTHOSULFAMURON,"Substance ORTHOSULFAMURON (code H06_01_23) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3075
3623,"[H06_01_24] ETHAMETSULFURON-METHYL",ETHAMETSULFURON-METHYL,"Substance ETHAMETSULFURON-METHYL (code H06_01_24) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3075
3624,"[H06_01_25] HALOSULFURON METHYL","HALOSULFURON METHYL","Substance HALOSULFURON METHYL (code H06_01_25) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3075
3625,"[H06_02_01] LENACIL",LENACIL,"Substance LENACIL (code H06_02_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3076
3626,"[H06_03_01] CHLOROTOLURON",CHLOROTOLURON,"Substance CHLOROTOLURON (code H06_03_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3627,"[H06_03_02] DIURON",DIURON,"Substance DIURON (code H06_03_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3628,"[H06_03_03] FLUOMETURON",FLUOMETURON,"Substance FLUOMETURON (code H06_03_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3629,"[H06_03_04] ISOPROTURON",ISOPROTURON,"Substance ISOPROTURON (code H06_03_04) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3630,"[H06_03_05] LINURON",LINURON,"Substance LINURON (code H06_03_05) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3631,"[H06_03_06] METOBROMURON",METOBROMURON,"Substance METOBROMURON (code H06_03_06) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3077
3632,"[H06_99_99] OTHER HERBICIDES BASED ON DERIVATIVES OF UREA, OF URACIL OR OF SULFONYLUREA","OTHER HERBICIDES BASED ON DERIVATIVES OF UREA, OF URACIL OR OF SULFONYLUREA","Substance OTHER HERBICIDES BASED ON DERIVATIVES OF UREA, OF URACIL OR OF SULFONYLUREA (code H06_99_99) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3078
3633,"[H99_01_01] CLODINAFOP-PROPARGYL",CLODINAFOP-PROPARGYL,"Substance CLODINAFOP-PROPARGYL (code H99_01_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3634,"[H99_01_02] CYHALOFOP-BUTYL",CYHALOFOP-BUTYL,"Substance CYHALOFOP-BUTYL (code H99_01_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3635,"[H99_01_03] DICLOFOP-METHYL",DICLOFOP-METHYL,"Substance DICLOFOP-METHYL (code H99_01_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3636,"[H99_01_04] FENOXAPROP-P-ETHYL",FENOXAPROP-P-ETHYL,"Substance FENOXAPROP-P-ETHYL (code H99_01_04) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3637,"[H99_01_05] FLUAZIFOP-P-BUTYL",FLUAZIFOP-P-BUTYL,"Substance FLUAZIFOP-P-BUTYL (code H99_01_05) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3638,"[H99_01_06] HALOXYFOP-P",HALOXYFOP-P,"Substance HALOXYFOP-P (code H99_01_06) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3639,"[H99_01_07] PROPAQUIZAFOP",PROPAQUIZAFOP,"Substance PROPAQUIZAFOP (code H99_01_07) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3640,"[H99_01_08] QUIZALOFOP-P",QUIZALOFOP-P,"Substance QUIZALOFOP-P (code H99_01_08) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3641,"[H99_01_09] QUIZALOFOP-P-ETHYL",QUIZALOFOP-P-ETHYL,"Substance QUIZALOFOP-P-ETHYL (code H99_01_09) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3642,"[H99_01_10] QUIZALOFOP-P-TEFURYL",QUIZALOFOP-P-TEFURYL,"Substance QUIZALOFOP-P-TEFURYL (code H99_01_10) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3080
3643,"[H99_02_01] ETHOFUMESATE",ETHOFUMESATE,"Substance ETHOFUMESATE (code H99_02_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3081
3644,"[H99_03_01] DICAMBA",DICAMBA,"Substance DICAMBA (code H99_03_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3082
3645,"[H99_04_01] DIQUAT",DIQUAT,"Substance DIQUAT (code H99_04_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3083
3646,"[H99_05_01] CLETHODIM",CLETHODIM,"Substance CLETHODIM (code H99_05_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3084
3647,"[H99_05_02] CYCLOXYDIM",CYCLOXYDIM,"Substance CYCLOXYDIM (code H99_05_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3084
3648,"[H99_05_03] PROFOXYDIM",PROFOXYDIM,"Substance PROFOXYDIM (code H99_05_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3084
3649,"[H99_05_04] TEPRALOXYDIM",TEPRALOXYDIM,"Substance TEPRALOXYDIM (code H99_05_04) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3084
3650,"[H99_05_05] TRALKOXYDIM",TRALKOXYDIM,"Substance TRALKOXYDIM (code H99_05_05) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3084
3651,"[H99_06_01] PYRIDATE",PYRIDATE,"Substance PYRIDATE (code H99_06_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3085
3652,"[H99_07_02] FLUMIOXAZIN",FLUMIOXAZIN,"Substance FLUMIOXAZIN (code H99_07_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3086
3653,"[H99_08_01] ACLONIFEN",ACLONIFEN,"Substance ACLONIFEN (code H99_08_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3087
3654,"[H99_08_02] BIFENOX",BIFENOX,"Substance BIFENOX (code H99_08_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3087
3655,"[H99_08_03] OXYFLUORFEN",OXYFLUORFEN,"Substance OXYFLUORFEN (code H99_08_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3087
3656,"[H99_09_01] IMAZAMOX",IMAZAMOX,"Substance IMAZAMOX (code H99_09_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3088
3657,"[H99_10_01] IRON SULFATE","IRON SULFATE","Substance IRON SULFATE (code H99_10_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3089
3658,"[H99_11_01] ISOXAFLUTOLE",ISOXAFLUTOLE,"Substance ISOXAFLUTOLE (code H99_11_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3090
3659,"[H99_11_02] TOPRAMEZONE",TOPRAMEZONE,"Substance TOPRAMEZONE (code H99_11_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3090
3660,"[H99_13_01] BROMOXYNIL OCTANOATE AND/OR HEPTANOATE","BROMOXYNIL OCTANOATE AND/OR HEPTANOATE","Substance BROMOXYNIL OCTANOATE AND/OR HEPTANOATE (code H99_13_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3091
3661,"[H99_13_03] IOXYNIL",IOXYNIL,"Substance IOXYNIL (code H99_13_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3091
3662,"[H99_14_01] GLUFOSINATE-AMMONIUM",GLUFOSINATE-AMMONIUM,"Substance GLUFOSINATE-AMMONIUM (code H99_14_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3092
3663,"[H99_14_02] GLYPHOSATE",GLYPHOSATE,"Substance GLYPHOSATE (code H99_14_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3092
3664,"[H99_15_01] PINOXADEN",PINOXADEN,"Substance PINOXADEN (code H99_15_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3093
3665,"[H99_15_02] PYRAFLUFEN-ETHYL",PYRAFLUFEN-ETHYL,"Substance PYRAFLUFEN-ETHYL (code H99_15_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3093
3666,"[H99_16_01] CHLORIDAZON",CHLORIDAZON,"Substance CHLORIDAZON (code H99_16_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3094
3667,"[H99_16_02] FLURTAMONE",FLURTAMONE,"Substance FLURTAMONE (code H99_16_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3094
3668,"[H99_17_01] PICOLINAFEN",PICOLINAFEN,"Substance PICOLINAFEN (code H99_17_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3095
3669,"[H99_18_01] CLOPYRALID MONOETHANOLAMIN SALT","CLOPYRALID MONOETHANOLAMIN SALT","Substance CLOPYRALID MONOETHANOLAMIN SALT (code H99_18_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3096
3670,"[H99_18_02] PICLORAM",PICLORAM,"Substance PICLORAM (code H99_18_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3096
3671,"[H99_18_03] HALAUXIFEN-METHYL",HALAUXIFEN-METHYL,"Substance HALAUXIFEN-METHYL (code H99_18_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3096
3672,"[H99_18_04] AMINOPYRALID",AMINOPYRALID,"Substance AMINOPYRALID (code H99_18_04) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3096
3673,"[H99_19_02] FLUROXYPYR",FLUROXYPYR,"Substance FLUROXYPYR (code H99_19_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3097
3674,"[H99_19_03] TRICLOPYR",TRICLOPYR,"Substance TRICLOPYR (code H99_19_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3097
3675,"[H99_20_01] QUINMERAC",QUINMERAC,"Substance QUINMERAC (code H99_20_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3098
3676,"[H99_21_01] BENTAZONE",BENTAZONE,"Substance BENTAZONE (code H99_21_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3099
3677,"[H99_22_01] MOLINATE",MOLINATE,"Substance MOLINATE (code H99_22_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3100
3678,"[H99_22_02] PROSULFOCARB",PROSULFOCARB,"Substance PROSULFOCARB (code H99_22_02) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3100
3679,"[H99_22_03] TRI-ALLATE",TRI-ALLATE,"Substance TRI-ALLATE (code H99_22_03) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3100
3680,"[H99_23_01] AMITROLE",AMITROLE,"Substance AMITROLE (code H99_23_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3101
3681,"[H99_24_01] CARFENTRAZONE-ETHYL",CARFENTRAZONE-ETHYL,"Substance CARFENTRAZONE-ETHYL (code H99_24_01) of pesticides according to the Harmonised Classification of Subastances, as contained in Annex III of Commission Regulation (EU) 2017/269 of 16 February 2017",3102
